,team,season,wt_rating,wt_rating_elo,sos,line,over_odds,under_odds,source,source_date,hold,over_probability,under_probability,line_adj
347,SEA,2013,2.5974,1579.2114,0.4808,10.5,-140,110,not_tracked,2013-08-30T00:00:00.000000+00:00,0.0595,0.5506,0.4494,10.5974
348,SF,2013,3.2632,1598.2337,0.3849,11.5,150,-190,not_tracked,2013-08-30T00:00:00.000000+00:00,0.0552,0.3791,0.6209,11.2632
349,TB,2013,-0.3844,1494.0183,0.4532,7.5,-145,115,not_tracked,2013-08-30T00:00:00.000000+00:00,0.057,0.5599,0.4401,7.6156
350,TEN,2013,-1.5,1462.1429,0.0959,6.5,-115,-115,not_tracked,2013-08-30T00:00:00.000000+00:00,0.0698,0.5,0.5,6.5
351,WAS,2013,0.039,1506.1143,0.534,8.0,-125,-105,not_tracked,2013-08-30T00:00:00.000000+00:00,0.0678,0.5203,0.4797,8.039
352,ARI,2014,-0.2677,1497.3527,0.551,7.5,-175,155,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0285,0.6187,0.3813,7.7323
353,ATL,2014,0.2823,1513.0647,0.2445,8.5,150,-170,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0296,0.3885,0.6115,8.2823
354,BAL,2014,0.5418,1520.4789,0.1143,8.5,-120,100,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,8.5418
355,BUF,2014,-1.3625,1466.0702,0.2144,6.5,-145,125,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0363,0.5711,0.4289,6.6375
356,CAR,2014,-0.2027,1499.2091,0.6773,8.0,145,-165,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0308,0.396,0.604,7.7973
357,CHI,2014,0.6546,1523.7023,0.3444,8.5,-150,130,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,8.6546
358,CIN,2014,1.0,1533.5714,0.3243,9.0,-110,-110,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,9.0
359,CLE,2014,-1.5823,1459.7926,-0.0765,6.5,110,-130,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,6.4177
360,DAL,2014,-0.4218,1492.9488,0.4487,8.0,230,-270,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0328,0.2934,0.7066,7.5782
361,DEN,2014,3.4582,1603.8068,0.1087,11.5,100,-120,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,11.4582
362,DET,2014,0.4177,1516.9355,0.192,8.5,110,-130,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,8.4177
363,GB,2014,2.3987,1573.5331,0.3822,10.5,115,-135,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0396,0.4474,0.5526,10.3987
364,HOU,2014,-0.2677,1497.3527,-0.5123,7.5,-175,155,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0285,0.6187,0.3813,7.7323
365,IND,2014,1.4177,1545.5069,0.3222,9.5,110,-130,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,9.4177
366,JAX,2014,-2.8454,1423.7023,0.0702,5.0,-150,130,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,5.1546
367,KC,2014,-0.2465,1497.9561,0.3226,8.0,160,-180,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0275,0.3743,0.6257,7.7535
368,LAC,2014,0.1013,1507.8955,0.1514,8.0,-135,115,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,8.1013
369,LAR,2014,-1.1197,1473.0078,0.4905,7.0,120,-140,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,6.8803
370,MIA,2014,-0.2177,1498.779,0.043,8.0,150,-170,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0296,0.3885,0.6115,7.7823
371,MIN,2014,-1.7677,1454.4955,0.4313,6.0,-175,155,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0285,0.6187,0.3813,6.2323
372,NE,2014,2.7465,1583.4725,0.2337,10.5,-180,160,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0275,0.6257,0.3743,10.7465
373,NO,2014,2.1872,1567.4902,0.15,10.0,-160,140,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,10.1872
374,NYG,2014,-0.1546,1500.5834,0.1615,8.0,130,-150,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,7.8454
375,NYJ,2014,-0.9376,1478.2119,0.2607,7.0,-125,105,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,7.0624
376,OAK,2014,-2.9177,1421.636,0.5572,5.0,-130,110,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,5.0823
377,PHI,2014,1.1546,1537.988,0.0913,9.0,-150,130,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,9.1546
378,PIT,2014,0.6197,1522.7065,-0.1171,8.5,-140,120,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,8.6197
379,SEA,2014,3.0,1590.7143,0.4986,11.0,-110,-110,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,11.0
380,SF,2014,2.2973,1570.6377,0.4114,10.5,145,-165,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0308,0.396,0.604,10.2973
381,TB,2014,-0.9582,1477.6217,0.3274,7.0,-120,100,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,7.0418
382,TEN,2014,-0.8803,1479.8493,-0.2422,7.0,-140,120,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,7.1197
383,WAS,2014,-0.4582,1491.9074,-0.0147,7.5,-120,100,not_tracked,2014-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,7.5418
384,ARI,2015,0.3803,1515.865,0.5275,8.5,120,-140,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,8.3803
385,ATL,2015,0.5,1519.2857,-0.2305,8.5,-110,-110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,8.5
386,BAL,2015,1.1197,1536.9922,-0.0605,9.0,-140,120,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,9.1197
387,BUF,2015,0.3454,1514.8691,0.4603,8.5,130,-150,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,8.3454
388,CAR,2015,0.2823,1513.0647,0.5116,8.5,150,-170,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0296,0.3885,0.6115,8.2823
389,CHI,2015,-1.5418,1460.9497,0.2938,6.5,100,-120,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,6.4582
390,CIN,2015,0.4582,1518.0926,0.1716,8.5,100,-120,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,8.4582
391,CLE,2015,-1.7323,1455.5045,0.2007,6.5,155,-175,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0285,0.3813,0.6187,6.2677
392,DAL,2015,1.4177,1545.5069,0.5508,9.5,110,-130,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,9.4177
393,DEN,2015,2.1197,1565.5636,0.411,10.0,-140,120,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,10.1197
394,DET,2015,0.3454,1514.8691,0.4596,8.5,130,-150,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,8.3454
395,GB,2015,2.8128,1585.3669,-0.0046,11.0,140,-160,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0321,0.4037,0.5963,10.8128
396,HOU,2015,0.4582,1518.0926,0.0523,8.5,100,-120,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,8.4582
397,IND,2015,2.6872,1581.776,-0.1697,10.5,-160,140,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,10.6872
398,JAX,2015,-2.4582,1434.7646,0.3914,5.5,-120,100,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,5.5418
399,KC,2015,0.6546,1523.7023,0.3305,8.5,-150,130,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,8.6546
400,LAC,2015,0.1872,1510.3474,0.1114,8.0,-160,140,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,8.1872
401,LAR,2015,-0.5,1490.7143,0.1083,7.5,-110,-110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,7.5
402,MIA,2015,1.2006,1538.9188,0.3656,9.0,-160,140,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,9.1872
403,MIN,2015,0.1546,1509.4166,0.4938,8.0,-150,130,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,8.1546
404,NE,2015,2.5823,1578.7788,0.3985,10.5,-130,110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.5823
405,NO,2015,0.5823,1521.636,-0.0968,8.5,-130,110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,8.5823
406,NYG,2015,-0.2177,1498.779,0.2907,8.0,150,-170,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0296,0.3885,0.6115,7.7823
407,NYJ,2015,-0.5823,1488.364,0.2539,7.5,110,-130,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,7.4177
408,OAK,2015,-2.3128,1438.9188,0.3286,5.5,-160,140,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,5.6872
409,PHI,2015,2.0823,1564.4931,0.1472,10.0,-130,110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.0823
410,PIT,2015,0.5,1519.2857,0.5209,8.5,-110,-110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,8.5
411,SEA,2015,3.0418,1591.9074,0.0305,11.0,-120,100,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,11.0418
412,SF,2015,-1.7323,1455.5045,0.5152,6.5,155,-175,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0285,0.3813,0.6187,6.2677
413,TB,2015,-1.8454,1452.2738,0.0337,6.0,-150,130,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,6.1546
414,TEN,2015,-2.2004,1442.1302,0.0246,5.5,-200,180,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0238,0.6512,0.3488,5.7996
415,WAS,2015,-1.9177,1450.2074,0.6118,6.0,-130,110,not_tracked,2015-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,6.0823
416,ARI,2016,2.2177,1568.3638,-0.0487,10.0,-170,150,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0296,0.6115,0.3885,10.2177
417,ATL,2016,-0.9177,1478.7788,0.7583,7.0,-130,110,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,7.0823
418,BAL,2016,0.5,1519.2857,0.0585,8.5,-110,-110,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,8.5
419,BUF,2016,-0.1546,1500.5834,0.3115,8.0,130,-150,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,7.8454
420,CAR,2016,2.3803,1573.0078,-0.0755,10.5,120,-140,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,10.3803
421,CHI,2016,-0.7027,1484.9234,-0.0636,7.5,145,-165,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0308,0.396,0.604,7.2973
422,CIN,2016,1.4582,1546.664,0.0528,9.5,100,-120,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,9.4582
423,CLE,2016,-3.3454,1409.4166,0.3737,4.5,-150,130,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,4.6546
424,DAL,2016,0.4177,1516.9355,-0.0856,8.5,110,-130,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,8.4177
425,DEN,2016,1.3454,1543.4405,0.3501,9.5,130,-150,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,9.3454
426,DET,2016,-0.8454,1480.8452,0.2174,7.0,-150,130,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,7.1546
427,GB,2016,2.7177,1582.6495,-0.1431,10.5,-170,150,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0296,0.6115,0.3885,10.7177
428,HOU,2016,0.5418,1520.4789,0.4739,8.5,-120,100,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,8.5418
429,IND,2016,0.8803,1530.1507,0.1882,9.0,120,-140,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,8.8803
430,JAX,2016,-0.4376,1492.4977,0.237,7.5,-125,105,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,7.5624
431,KC,2016,1.6197,1551.2779,0.3335,9.5,-140,120,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,9.6197
432,LAC,2016,-0.7397,1483.8667,0.0816,7.0,-185,165,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0265,0.6324,0.3676,7.2603
433,LAR,2016,-0.7909,1482.4026,0.3069,7.5,175,-200,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0303,0.3529,0.6471,7.2091
434,MIA,2016,-1.1197,1473.0078,0.3932,7.0,120,-140,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,6.8803
435,MIN,2016,0.3987,1516.3902,0.3025,8.5,115,-135,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0396,0.4474,0.5526,8.3987
436,NE,2016,2.5418,1577.6217,0.182,10.5,-120,100,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,10.5418
437,NO,2016,-0.8803,1479.8493,0.3116,7.0,-140,120,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,7.1197
438,NYG,2016,0.4582,1518.0926,0.015,8.5,100,-120,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,8.4582
439,NYJ,2016,-0.2177,1498.779,0.4717,8.0,150,-170,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0296,0.3885,0.6115,7.7823
440,OAK,2016,0.5,1519.2857,0.2458,8.5,-110,-110,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,8.5
441,PHI,2016,-1.6546,1457.7262,0.3221,6.5,130,-150,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,6.3454
442,PIT,2016,2.4177,1574.0783,0.1358,10.5,110,-130,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,10.4177
443,SEA,2016,2.6375,1580.3559,-0.1255,10.5,-145,125,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0363,0.5711,0.4289,10.6375
444,SF,2016,-2.5823,1431.2212,0.5372,5.5,110,-130,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,5.4177
445,TB,2016,-0.8803,1479.8493,0.3179,7.0,-140,120,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,7.1197
446,TEN,2016,-1.8454,1452.2738,0.1123,6.0,-150,130,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,6.1546
447,WAS,2016,-0.4582,1491.9074,0.3525,7.5,-120,100,not_tracked,2016-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,7.5418
448,ARI,2017,0.6872,1524.6331,-0.195,8.5,-160,140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,8.6872
449,ATL,2017,1.5,1547.8571,0.135,9.5,-110,-110,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,9.5
450,BAL,2017,0.3454,1514.8691,-0.018,8.5,130,-150,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,8.3454
451,BUF,2017,-1.6546,1457.7262,0.1048,6.5,130,-150,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,6.3454
452,CAR,2017,1.0418,1534.7646,-0.089,9.0,-120,100,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,9.0418
453,CHI,2017,-2.5624,1431.7881,0.3335,5.5,105,-125,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0434,0.4675,0.5325,5.4376
454,CIN,2017,0.3803,1515.865,-0.1622,8.5,120,-140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,8.3803
455,CLE,2017,-3.2723,1411.5061,0.091,4.5,-180,150,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0429,0.6164,0.3836,4.7277
456,DAL,2017,1.3803,1544.4364,0.3797,9.5,120,-140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,9.3803
457,DEN,2017,-0.0418,1503.8068,0.2646,8.0,100,-120,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,7.9582
458,DET,2017,-0.6197,1487.2935,0.3575,7.5,120,-140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,7.3803
459,GB,2017,2.3803,1573.0078,0.1195,10.5,120,-140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,10.3803
460,HOU,2017,0.4582,1518.0926,0.154,8.5,100,-120,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,8.4582
461,IND,2017,-0.1546,1500.5834,-0.2192,8.0,130,-150,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,7.8454
462,JAX,2017,-1.4376,1463.9262,0.0665,6.5,-125,105,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0434,0.5325,0.4675,6.5624
463,KC,2017,1.0418,1534.7646,0.3502,9.0,-120,100,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,9.0418
464,LAC,2017,-0.3128,1496.0617,-0.01,7.5,-160,140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0321,0.5963,0.4037,7.6872
465,LAR,2017,-2.1872,1442.5098,0.2792,6.0,140,-160,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0321,0.4037,0.5963,5.8128
466,MIA,2017,-0.9177,1478.7788,0.1791,7.0,-130,110,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,7.0823
467,MIN,2017,0.5823,1521.636,-0.0423,8.5,-130,110,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,8.5823
468,NE,2017,4.4582,1632.3783,-0.3166,12.5,100,-120,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,12.4582
469,NO,2017,-0.0418,1503.8068,0.1118,8.0,100,-120,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,7.9582
470,NYG,2017,1.0823,1535.9217,0.1695,9.0,-130,110,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,9.0823
471,NYJ,2017,-4.6375,1372.5012,0.2656,3.5,125,-145,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0363,0.4289,0.5711,3.3625
472,OAK,2017,1.4582,1546.664,0.147,9.5,100,-120,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,9.4582
473,PHI,2017,0.5418,1520.4789,0.468,8.5,-120,100,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,8.5418
474,PIT,2017,2.6546,1580.8452,-0.0814,10.5,-150,130,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0348,0.5798,0.4202,10.6546
475,SEA,2017,2.5823,1578.7788,-0.1845,10.5,-130,110,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.5823
476,SF,2017,-3.0418,1418.0926,0.1809,5.0,100,-120,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,4.9582
477,TB,2017,0.5418,1520.4789,0.2374,8.5,-120,100,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,8.5418
478,TEN,2017,1.0,1533.5714,0.1067,9.0,-110,-110,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,9.0
479,WAS,2017,-0.6197,1487.2935,0.4209,7.5,120,-140,not_tracked,2017-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,7.3803
480,ARI,2018,-1.9177,1450.2074,0.5028,6.0,-130,110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,6.0823
481,ATL,2018,1.5418,1549.0503,0.1113,9.5,-120,100,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,9.5418
482,BAL,2018,0.5418,1520.4789,0.0188,8.5,-120,100,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,8.5418
483,BUF,2018,-2.6197,1430.1507,0.3414,5.5,120,-140,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,5.3803
484,CAR,2018,0.4177,1516.9355,0.179,8.5,110,-130,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,8.4177
485,CHI,2018,-0.6013,1487.8188,0.2389,7.5,115,-135,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0396,0.4474,0.5526,7.3987
486,CIN,2018,-0.8987,1479.3241,0.1423,7.0,-135,115,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0396,0.5526,0.4474,7.1013
487,CLE,2018,-2.0418,1446.664,0.3164,6.0,100,-120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,5.9582
488,DAL,2018,0.3803,1515.865,0.2577,8.5,120,-140,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,8.3803
489,DEN,2018,-0.7723,1482.9346,0.0745,7.0,-180,150,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0429,0.6164,0.3836,7.2277
490,DET,2018,-0.5,1490.7143,0.3029,7.5,-110,-110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,7.5
491,GB,2018,2.0418,1563.336,-0.0257,10.0,-120,100,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,10.0418
492,HOU,2018,0.6197,1522.7065,-0.2652,8.5,-140,120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,8.6197
493,IND,2018,-0.5823,1488.364,0.044,7.5,110,-130,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,7.4177
494,JAX,2018,1.0823,1535.9217,0.0452,9.0,-130,110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,9.0823
495,KC,2018,0.3987,1516.3902,0.3831,8.5,115,-135,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0396,0.4474,0.5526,8.3987
496,LAC,2018,1.5823,1550.2074,-0.0606,9.5,-130,110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,9.5823
497,LAR,2018,2.0823,1564.4931,0.4436,10.0,-130,110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,10.0823
498,MIA,2018,-1.3803,1465.5636,-0.0412,6.5,-140,120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,6.6197
499,MIN,2018,2.1197,1565.5636,0.1734,10.0,-140,120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,10.1197
500,NE,2018,3.0418,1591.9074,-0.0611,11.0,-120,100,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,11.0418
501,NO,2018,1.6197,1551.2779,0.5628,9.5,-140,120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,9.6197
502,NYG,2018,-0.8803,1479.8493,0.4003,7.0,-140,120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,7.1197
503,NYJ,2018,-2.0823,1445.5069,-0.0344,6.0,110,-130,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,5.9177
504,OAK,2018,-0.6197,1487.2935,0.0242,7.5,120,-140,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0379,0.438,0.562,7.3803
505,PHI,2018,2.3454,1572.012,0.3016,10.5,130,-150,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,10.3454
506,PIT,2018,2.3625,1572.5012,0.115,10.5,125,-145,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0363,0.4289,0.5711,10.3625
507,SEA,2018,-0.5418,1489.5211,0.344,7.5,100,-120,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,7.4582
508,SF,2018,0.3454,1514.8691,0.0225,8.5,130,-150,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,8.3454
509,TB,2018,-1.6546,1457.7262,0.4871,6.5,130,-150,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,6.3454
510,TEN,2018,0.0,1505.0,0.1407,8.0,-110,-110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,8.0
511,WAS,2018,-0.9177,1478.7788,0.4287,7.0,-130,110,not_tracked,2018-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,7.0823
512,ARI,2019,-2.9582,1420.4789,0.3589,5.0,-120,100,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0455,0.5217,0.4783,5.0418
513,ATL,2019,0.6197,1522.7065,0.341,8.5,-140,120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,8.6197
514,BAL,2019,0.4177,1516.9355,0.1568,8.5,110,-130,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0414,0.4573,0.5427,8.4177
515,BUF,2019,-0.8803,1479.8493,-0.1124,7.0,-140,120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,7.1197
516,CAR,2019,0.0823,1507.3502,0.1424,8.0,-130,110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,8.0823
517,CHI,2019,1.1197,1536.9922,0.416,9.0,-140,120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0379,0.562,0.438,9.1197
518,CIN,2019,-2.1546,1443.4405,0.1637,6.0,130,-150,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0348,0.4202,0.5798,5.8454
519,CLE,2019,0.9582,1532.3783,-0.1522,9.0,100,-120,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0455,0.4783,0.5217,8.9582
520,DAL,2019,1.0,1533.5714,0.0708,9.0,-110,-110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0476,0.5,0.5,9.0
521,DEN,2019,-0.9177,1478.7788,0.4028,7.0,-130,110,not_tracked,2019-08-30T00:00:00.000000+00:00,0.0414,0.5427,0.4573,7.0823
